marker_accession	marker_type_name	chr_id	chr_pos	p_value	pubmed_id	author	journal	pubmed_link	study	allele	trait	gene	or_per_copy	platform	ci_95	chr_location	initial_size	replicate_size	merged	cur_snp_id	snp_gene_symbols	snp_gene_ids	snp_gene_validated
8005962	SNP	14	96027152	8e-06	20694014	Thye T	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20694014	Genome-wide association analyses identifies a susceptibility locus for tuberculosis on chromosome 18q11.2.	?	Tuberculosis		1.2	Affymetrix [&gt;333,754] (imputed)	[1.11-1.25]	14q32.13	921 Ghanaian cases 1,740 Ghanaian controls, 1,316 Gambian cases, 1,382 Gambian controls	1,226 Ghanaian cases, 3,825 Ghanaian controls, 236 Malawian cases, 779 Malawian controls, 332 Ghana parent/child trios and duos	0	8005962			
8015016	SNP	14	96122407	5e-07	20031603	Marroni F	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/20031603	A genome-wide association scan of RR and QT interval duration in 3 European genetically isolated populations: the EUROSPAN project.	G	QT interval	TCL6	0.18	Illumina [~318,327]	[0.10-0.26] unit decrease	14q32.13	2,325 European ancestry individuals		0	8015016	TCL6	27004	1
7158782	SNP	14	96169130	8e-07	20876420	Ingle JN	J Clin Oncol	http://www.ncbi.nlm.nih.gov/pubmed/20876420	Genome-wide associations and functional genomic studies of musculoskeletal adverse events in women receiving aromatase inhibitors.	?	Adverse response to aromatase inhibitors	TCL1A	2.13	Illumina [551,395]	[1.58-2.87]	14q32.13	293 cases, 585 controls		0	7158782			
11849538	SNP	14	96175977	7e-07	21172079	Ingle JN	Breast Cancer Res	http://www.ncbi.nlm.nih.gov/pubmed/21172079	Genome-wide case-control study of musculoskeletal adverse events and functional genomics in women receiving aromatase inhibitors: going beyond associations.	?	Adverse response to aromatase inhibitors	TCL1A		Illumina [551,395]		14q32.13	293 cases, 585 controls		0	11849538	TCL1A	8115	1
2369304	SNP	14	96206069	9e-06	21507922	Ramsuran V	Clin Infect Dis	http://www.ncbi.nlm.nih.gov/pubmed/21507922	Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.	?	Neutrophil count	AL139020.1		Illumina [874,956]		14q32.13	115 African ancestry HIV-negative individuals		0	2369304			
17094273	SNP	14	97103806	9e-08	19340012	Nan H	J Invest Dermatol	http://www.ncbi.nlm.nih.gov/pubmed/19340012?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association study of tanning phenotype in a population of European ancestry.	A	Tanning	Intergenic	0.2	Illumina [528,173]	[0.12-0.28] increase in tanning ability score	14q32.2	2,287 women	870 controls	0	17094273			
4905558	SNP	14	97345805	8e-06	21507922	Ramsuran V	Clin Infect Dis	http://www.ncbi.nlm.nih.gov/pubmed/21507922	Duffy-null-associated low neutrophil counts influence HIV-1 susceptibility in high-risk South African black women.	?	Neutrophil count	VRK1		Illumina [874,956]		14q32.2	115 African ancestry HIV-negative individuals		0	4905558	VRK1	7443	1
1471356	SNP	14	98303330	9e-06	20923822	Niu N	Genome Res	http://www.ncbi.nlm.nih.gov/pubmed/20923822	Radiation pharmacogenomics: a genome-wide association approach to identify radiation response biomarkers using human lymphoblastoid cell lines.	?	Radiation response	LOC100132612		Affymetrix &amp; Illumina [1,348,798]		14q32.2	Human lymphoblastoid cell lines from 93 African Americans, 89 Caucasian-Americans, and 95 Han Chinese Americans		0	1471356			
7140601	SNP	14	98463156	7e-07	22542470	Ovsyannikova IG	Vaccine	http://www.ncbi.nlm.nih.gov/pubmed/22542470	Genome-wide association study of antibody response to smallpox vaccine.	?	Immune response to smallpox vaccine (IL-6)	LOC100132612		Illumina [NR]			217 African American ancestry individuals, 580 European ancestry individuals, 217 Hispanic ancestry individuals		0	7140601			
4900384	SNP	14	98498950	4e-09	19430480	Barrett JC	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19430480?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genome-wide association study and meta-analysis find that over 40 loci affect risk of type 1 diabetes.	G	Type 1 diabetes	Intergenic	1.09	Affymetrix &amp; Illumina [841,622] (imputed)	[1.02-1.16]	14q32.2	7,514 cases, 9,045 controls	4,267 cases, 4,670 controls, 4,342 trios	0	4900384			
7152623	SNP	14	98588320	3e-15	22068335	Mitchell GF	Circ Cardiovasc Genet	http://www.ncbi.nlm.nih.gov/pubmed/22068335	Common genetic variation in the 3&#39;-BCL11B gene desert is associated with carotid-femoral pulse wave velocity and excess cardiovascular disease risk: the AortaGen Consortium.	?	Aortic stiffness	BCL11B	0.08	Affymetrix &amp; Illumina [~2.5 million] (imputed)	[0.056-0.096] unit decrease		20,634 European ancestry individuals	5,306 European ancestry individuals	0	7152623			
10484128	SNP	14	98642571	6e-06	17903294	Yang Q	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/17903294?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Genome-wide association and linkage analyses of hemostatic factors and hematological phenotypes in the Framingham Heart Study.	?	Hemostatic factors and hematological phenotypes	Intergenic		Affymetrix[70,897]		14q32.2	1,000 individuals(Framingham		0	10484128			
857228	SNP	14	98670157	3e-06	22445761	Kurose K	Psychiatry Res	http://www.ncbi.nlm.nih.gov/pubmed/22445761	Genome-wide association study of SSRI/SNRI-induced sexual dysfunction in a Japanese cohort with major depression.	T	Sexual dysfunction (SSRI/SNRI-related)	AL163760.3	2.56	Affymetrix [186,320]	[1.60-4.08]		201 Japanese ancestry individuals		0	857228			
1459148	SNP	14	98840442	2e-06	19875103	Aberg K	Biol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/19875103?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=2	Genomewide association study of movement-related adverse antipsychotic effects.	?	Response to antipsychotic therapy (extrapyramidal side effects)	Intergenic		Affymetrix [492,000]		14q32.2	738 schizophrenic individuals		0	1459148			
2895811	SNP	14	100133941	1e-10	21378990	Schunkert H	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21378990	Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.	C	Coronary heart disease	HHIPL1	1.07	Affymetrix &amp; Illumina {~2.3 million] (imputed)	[1.05-1.10]	14q32.2	22,233 European ancestry cases, 64,762 European ancestry controls	28,834 cases, 27,674 controls, 2,115 individuals.	0	2895811	HHIPL1	84439	1
7157599	SNP	14	100625901	1e-07	21658281	Aouizerat BE	BMC Cardiovasc Disord	http://www.ncbi.nlm.nih.gov/pubmed/21658281	GWAS for discovery and replication of genetic loci associated with sudden cardiac arrest in patients with coronary artery disease.	?	Sudden cardiac arrest	DEGS2	1.13	Affymetrix [319,222]	[1.08-1.19]		89 European ancestry cases, 520 European ancestry controls		0	7157599	DEGS2	123099	1
2766692	SNP	14	100684191	2e-06	22554406	Kang SJ	Genes Brain Behav	http://www.ncbi.nlm.nih.gov/pubmed/22554406	Family-based genome-wide association study of frontal theta oscillations identifies potassium channel gene KCNJ6.	G	Electroencephalographic traits in alcoholism	Intergenic	0.11	Illumina [634,583]			1,560 European ancestry individuals from 117 families		0	2766692			
6575793	SNP	14	101032216	1e-08	21102462	Elks CE	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21102462	Thirty new loci for age at menarche identified by a meta-analysis of genome-wide association studies.	C	Menarche (age at onset)	BEGAIN	2.3	Affymetrix &amp; Illumina [~2.5 million] (imputed)	[1.52-3.08] week increase	14q32.2	87,802 European ancestry women	Up to 14,731 women	0	6575793	BEGAIN	57596	1
730570	SNP	14	101142889	8e-06	21573907	Parra EJ	Diabetologia	http://www.ncbi.nlm.nih.gov/pubmed/21573907	Genome-wide association study of type 2 diabetes in a sample from Mexico City and a meta-analysis of a Mexican-American sample from Starr County, Texas.	G	Type 2 diabetes	C14orf70	1.14	Affymetrix [315,658]	[1.08-1.21]		1,804 Hispanic ancestry cases, 780 Hispanic ancestry controls	European ancestry individuals (NR)	0	730570			
1884537	SNP	14	101251988	2e-06	20395239	Macgregor S	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/20395239	Genome-wide association identifies ATOH7 as a major gene determining human optic disc size.	C	Optic disc size (disc)	MEG3	0.13	Illumina [~2.74 million] (imputed)	[0.05-0.21] unit increase	14q32.2	1,368 Australian twins, 848 UK individuals		0	1884537			
941576	SNP	14	101306044	1e-10	19966805	Wallace C	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19966805?itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum&amp;ordinalpos=7	The imprinted DLK1-MEG3 gene region on chromosome 14q32.2 alters susceptibility to type 1 diabetes.	A	Type 1 diabetes	DLK1, MEG3, RTL1, DIO3	1.11	Affymetrix &amp; Illumina [~2.6 million](imputed)	[1.06-1.16]	14q32.2	7,514 European ancestry cases, 9,045 European ancestry controls	4,840 European ancestry cases, 2,670 European ancestry controls, 4,152 European ancestry familial triads	0	941576	MEG3	55384	1
2400997	SNP	14	101727106	3e-06	22219177	Tao S	Carcinogenesis	http://www.ncbi.nlm.nih.gov/pubmed/22219177	A genome-wide search for loci interacting with known prostate cancer risk-associated genetic variants.	?	Prostate cancer (gene x gene interaction)	MIR656	1.25	Affymetrix &amp; Illumina [1,117,531] (imputed)	[1.14-1.38]		4,723 cases, 4,792 controls		0	2400997			
7142002	SNP	14	102360744	3e-06	20663923	Anney R	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/20663923	A genome-wide scan for common alleles affecting risk for autism.	?	Autism	PPP2R5C	1.56	Illumina [842,348]	[1.28-1.89]	14q32.31	1,385 affected children from 1,369 families	1,086 affected children from 595 families, 1,965 European, African American and other controls	0	7142002	PPP2R5C	5527	1
4906172	SNP	14	102454932	3e-06	19448619	Stolk L	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/19448619?ordinalpos=2&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Loci at chromosomes 13, 19 and 20 influence age at natural menopause.	?	Menopause (age at onset)		0.36	Illumina [315,418]	[0.21-0.51] years younger	14q32.31	2,979 women	2,560 women	0	4906172	DYNC1H1	1778	1
10133111	SNP	14	103377320	5e-06	19023125	Potkin SG	Schizophr Bull	http://www.ncbi.nlm.nih.gov/pubmed/19023125?ordinalpos=4&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A genome-wide association study of schizophrenia using brain activation as a quantitative phenotype.	?	Brain imaging in schizophrenia (interaction)	TRAF3		Illumina [302,783]		14q32.32	64 cases, 74 cases		0	10133111	TRAF3	7187	1
751837	SNP	14	103484824	3e-07	21471979	Kumar V	J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21471979	Common variants on 14q32 and 13q12 are associated with DLBCL susceptibility.	?	Large B-cell lymphoma	CDC42BPB	3.51	Illumina [444,361]	[2.13-5.88]	14q32.32	74 Japanese ancestry cases, 934 Japanese ancestry controls	325 Japanese ancestry cases, 3,309 Japanese ancestry controls	0	751837	CDC42BPB	9578	1
8017161	SNP	14	103563194	3e-13	21399635	Mells GF	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21399635	Genome-wide association study identifies 12 new susceptibility loci for primary biliary cirrhosis.	A	Primary biliary cirrhosis	TNFAIP2	1.22	Illumina [507,467]	[1.16-1.27]	14q32.32	2,774 European ancestry cases, 9,814 European ancestry controls	620 European ancestry cases, 2,514 European ancestry controls	0	8017161			
944002	SNP	14	103572814	5e-13	22010049	Middelberg RP	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/22010049	Loci affecting gamma-glutamyl transferase in adults and adolescents show age &#x000d7; SNP interaction and cardiometabolic disease associations.	G	Gamma gluatamyl transferase levels	C14orf73	0.13	Illumina [2,380,486](imputed)	[0.094-0.164] unit increase		12,526 European ancestry individuals		0	944002	C14orf73	91828	1
944002	SNP	14	103572814	6e-29	22001757	Chambers JC	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22001757	Genome-wide association study identifies loci influencing concentrations of liver enzymes in plasma.	G	Liver enzyme levels (gamma-glutamyl transferase)	C14orf73	6.3	Affymetrix, Illumina, and Perlegen [~2.6 million] (imputed)	[4.90-7.70] % increase		Up to 52,350 European ancestry individuals, up to 8,739 Indian Asian individuals		0	944002	C14orf73	91828	1
11622475	SNP	14	104509075	2e-06	21254220	Jiang Y	Genet Epidemiol	http://www.ncbi.nlm.nih.gov/pubmed/21254220	Propensity score-based nonparametric test revealing genetic variants underlying bipolar disorder.	?	Bipolar disorder			Affymetrix [NR]			1,868 European ancestry cases and 2,938 European ancestry controls		0	11622475	TDRD9	122402	1
11622475	SNP	14	104509075	8e-06	17554300	WTCCC	Nature	http://www.ncbi.nlm.nih.gov/pubmed/17554300	Genome-wide association study of 14,000 cases of seven common diseases and 3,000 shared controls.	C	Bipolar disorder		1.13	Affymetrix [469,557]	[0.89-1.44]	14q32.33	1,868 cases,2,938 controls		0	11622475	TDRD9	122402	1
2841277	SNP	14	105391004	2e-14	22446963	Okada Y	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/22446963	Meta-analysis identifies nine new loci associated with rheumatoid arthritis in the Japanese population.	T	Rheumatoid arthritis	PLD4	1.15	Affymetrix &amp; Illumina [1,948,139]	[1.11-1.19]		4,074 Japanese ancestry cases, 16,891 Japanese ancestry controls	5,277 Japanese ancestry cases, 21,684 Japanese ancestry controls	0	2841277	PLD4	122618	1
10129255	SNP	14	107176212	7e-06	21326860	Tsai FJ	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/21326860	Identification of novel susceptibility Loci for kawasaki disease in a Han chinese population by a genome-wide association study.	A	Kawasaki disease	IGHV	1.32	Affymetrix [723,638]	[1.116-1.551]	14q32.33	250 Han Chinese cases, 446 Han Chinese controls	208 Han Chinese cases, 366 Han Chinese controls	0	10129255			
3867498	SNP	15	25078786	1e-06	17903307	Wilk JB	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/17903307?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	Framingham Heart Study genome-wide association: results for pulmonary function measures.	?	Pulmonary function	SNRPN		Affymetrix[70,897]		15q11.2	Up to 1,222 individuals		0	3867498	SNRPN	6638	1
6576443	SNP	15	25894657	6e-09	22610502	Kennedy RB	Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/22610502	Genome-wide analysis of polymorphisms associated with cytokine responses in smallpox vaccine recipients.	A	Immune reponse to smallpox (secreted IFN-alpha)	ATP10A		Illumina [NR]			Up to 512 European ancestry individuals, up to 199 African American individuals		0	6576443			
17636733	SNP	15	25912338	2e-07	21348951	Parsa A	Clin Transl Sci	http://www.ncbi.nlm.nih.gov/pubmed/21348951	Hypertrophy-associated polymorphisms ascertained in a founder cohort applied to heart failure risk and mortality.	?	Cardiac hypertrophy	UBE3A		Affymetrix [361,034]		15q12	851 Old Order Amish individuals		0	17636733			
4906844	SNP	15	26277544	1e-08	21810643	Bakken TE	Arch Gen Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/21810643	Association of genetic variants on 15q12 with cortical thickness and cognition in schizophrenia.	?	Cortical thickness	LOC100128714	0.07	Affymetrix [597,198]			573 European ancestry cases, 481 European ancestry controls		0	4906844			
6576507	SNP	15	26288393	7e-06	21901158	Irvin MR	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/21901158	Genome-wide detection of allele specific copy number variation associated with insulin resistance in African Americans from the HyperGEN study.	A	Insulin resistance/response	ATP10A	13	Affymetrix [872,243]	[7.00 - 20.00] % increase		1,040 non-diabetic individuals		0	6576507			
6576507	SNP	15	26288393	4e-07	21901158	Irvin MR	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/21901158	Genome-wide detection of allele specific copy number variation associated with insulin resistance in African Americans from the HyperGEN study.	A	Insulin resistance/response	ATP10A	14	Affymetrix [872,243]	[8.00-20.00] % increase		1,040 non-diabetic individuals		0	6576507			
547843	SNP	15	26424046	6e-07	22832964	David SP	Transl Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/22832964	Genome-wide meta-analyses of smoking behaviors in African Americans.	C	Smoking behavior	LOC503519	0.04	Affymetrix &amp; Illumina [~2.9 million] (imputed)	[0.021-0.049] unit decrease		Up to 32,389 African American individuals		0	547843			
8043440	SNP	15	26973085	2e-06	19734545	Need AC	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/19734545?ordinalpos=4&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	A genome-wide study of common SNPs and CNVs in cognitive performance in the CANTAB.	?	Cognitive performance	GABRB3		Illumina [475,971]		15q12	1,295 individuals		0	8043440	GABRB3	2562	1
3212335	SNP	15	27012140	1e-06	20834067	Yashin AI	Aging (Albany NY)	http://www.ncbi.nlm.nih.gov/pubmed/20834067	Joint influence of small-effect genetic variants on human longevity.	?	Longevity	GABRB3		[~550,000]			1,173 individuals		0	3212335	GABRB3	2562	1
17565841	SNP	15	27997246	3e-06	19772629	Latourelle JC	BMC Med Genet	http://www.ncbi.nlm.nih.gov/pubmed/19772629?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DefaultReportPanel.Pubmed_RVDocSum	Genomewide association study for onset age in Parkinson disease.	A	Parkinson&#39;s disease (age of onset)	OCA2	2.84	Illumina and Perlegen [1,861,750] (imputed)		15q12	857 white familial cases, 440 white idiopathic cases	747 Italian idiopathic cases	0	17565841			
11855019	SNP	15	28335819	2e-24	18483556	Han J	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/18483556?ordinalpos=1&amp;itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_RVDocSum	A genome-wide association study identifies novel alleles associated with hair color and skin pigmentation.	G	Black vs. blond hair color	OCA2	0.28	Illumina[528,173]	[0.22-0.34] decrease in hair color score	15q13.1	2,287 women	up to 8,465 individuals	1	4778138	OCA2	4948	1
